
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
4/11/2025 3:16:48 PM;;;;;;;
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
4/11/2025 3:31:35 PM;34;40;TargetLandmark5_Church;TargetLandmark6_GlobalLandmark2;(0.911, 0.000, -0.299);(0.785, 0.000, 0.615);56.262
4/11/2025 3:31:39 PM;35;41;TargetLandmark5_Church;TargetLandmark7_MusicShop;(0.552, 0.000, -0.831);(0.173, 0.000, -0.985);23.642
4/11/2025 3:32:07 PM;36;43;TargetLandmark2_LionStatue;TargetLandmark1_Billboard;(0.816, 0.000, 0.575);(-0.051, 0.000, 0.999);57.737
4/11/2025 3:32:09 PM;37;44;TargetLandmark2_LionStatue;TargetLandmark3_GlobalLandmark1;(-0.868, 0.000, 0.455);(-0.844, 0.000, 0.483);2.130
4/11/2025 3:32:14 PM;38;45;TargetLandmark2_LionStatue;TargetLandmark4_GasStation;(-0.198, 0.000, 0.980);(-0.114, 0.000, 0.993);4.875
4/11/2025 3:32:21 PM;39;46;TargetLandmark2_LionStatue;TargetLandmark5_Church;(0.317, 0.000, 0.947);(0.358, 0.000, 0.934);2.466
4/11/2025 3:32:23 PM;40;47;TargetLandmark2_LionStatue;TargetLandmark6_GlobalLandmark2;(0.616, 0.000, 0.776);(0.743, 0.000, 0.667);9.645
4/11/2025 3:32:27 PM;41;48;TargetLandmark2_LionStatue;TargetLandmark7_MusicShop;(0.779, 0.000, 0.624);(0.966, 0.000, 0.257);23.811
Time;TrialNum;TriggerNum,Referencelandmark;Displaylandmark, GroundTruthDirection; EstDirection; Angle
4/11/2025 3:42:18 PM;;;;;;;
4/11/2025 3:42:37 PM;0;1;TargetLandmark1_Billboard;TargetLandmark2_LionStatue;(-0.743, 0.000, -0.668);(-0.531, 0.000, -0.827);15.348
4/11/2025 3:42:43 PM;1;2;TargetLandmark1_Billboard;TargetLandmark3_GlobalLandmark1;(-0.986, 0.000, 0.088);(-0.507, 0.000, 0.849);54.087
4/11/2025 3:42:52 PM;2;3;TargetLandmark1_Billboard;TargetLandmark4_GasStation;(-0.603, 0.000, 0.798);(0.189, 0.000, 0.977);48.013
4/11/2025 3:42:58 PM;3;4;TargetLandmark1_Billboard;TargetLandmark5_Church;(0.104, 0.000, 0.992);(0.929, 0.000, 0.356);63.027
4/11/2025 3:43:00 PM;4;5;TargetLandmark1_Billboard;TargetLandmark6_GlobalLandmark2;(0.536, 0.000, 0.826);(0.725, 0.000, -0.680);100.193
4/11/2025 3:43:03 PM;5;6;TargetLandmark1_Billboard;TargetLandmark7_MusicShop;(0.748, 0.000, 0.658);(0.256, 0.000, -0.964);116.465
4/11/2025 3:43:15 PM;6;8;TargetLandmark4_GasStation;TargetLandmark1_Billboard;(0.663, 0.000, -0.747);(0.639, 0.000, -0.765);1.724
4/11/2025 3:43:35 PM;7;9;TargetLandmark4_GasStation;TargetLandmark2_LionStatue;(0.078, 0.000, -0.997);(0.902, 0.000, -0.428);60.147
4/11/2025 3:43:38 PM;8;10;TargetLandmark4_GasStation;TargetLandmark3_GlobalLandmark1;(-0.661, 0.000, -0.730);(0.477, 0.000, -0.877);70.661
4/11/2025 3:43:44 PM;9;11;TargetLandmark4_GasStation;TargetLandmark5_Church;(0.741, 0.000, 0.661);(0.582, 0.000, 0.810);12.561
4/11/2025 3:43:46 PM;10;12;TargetLandmark4_GasStation;TargetLandmark6_GlobalLandmark2;(0.922, 0.000, 0.337);(0.899, 0.000, 0.432);5.618
4/11/2025 3:43:48 PM;11;13;TargetLandmark4_GasStation;TargetLandmark7_MusicShop;(0.975, 0.000, -0.212);(0.998, 0.000, -0.039);10.051
4/11/2025 3:43:57 PM;12;15;TargetLandmark5_Church;TargetLandmark1_Billboard;(0.117, 0.000, -0.993);(0.069, 0.000, -0.997);2.716
4/11/2025 3:44:05 PM;13;16;TargetLandmark5_Church;TargetLandmark2_LionStatue;(-0.182, 0.000, -0.983);(-0.080, 0.000, -0.996);5.865
4/11/2025 3:44:09 PM;14;17;TargetLandmark5_Church;TargetLandmark3_GlobalLandmark1;(-0.590, 0.000, -0.803);(-0.701, 0.000, -0.711);8.275
4/11/2025 3:44:09 PM;15;18;TargetLandmark5_Church;TargetLandmark4_GasStation;(-0.623, 0.000, -0.782);(-0.716, 0.000, -0.695);7.284
4/11/2025 3:44:16 PM;16;19;TargetLandmark5_Church;TargetLandmark6_GlobalLandmark2;(0.911, 0.000, -0.299);(0.975, 0.000, -0.208);6.152
4/11/2025 3:44:19 PM;17;20;TargetLandmark5_Church;TargetLandmark7_MusicShop;(0.552, 0.000, -0.831);(0.319, 0.000, -0.948);14.971
4/11/2025 3:44:30 PM;18;22;TargetLandmark6_GlobalLandmark2;TargetLandmark1_Billboard;(-0.489, 0.000, -0.872);(-0.666, 0.000, -0.745);12.488
4/11/2025 3:44:35 PM;19;23;TargetLandmark6_GlobalLandmark2;TargetLandmark2_LionStatue;(-0.600, 0.000, -0.800);(-0.610, 0.000, -0.791);0.776
4/11/2025 3:44:37 PM;20;24;TargetLandmark6_GlobalLandmark2;TargetLandmark3_GlobalLandmark1;(-0.876, 0.000, -0.475);(-0.888, 0.000, -0.458);1.178
4/11/2025 3:44:39 PM;21;25;TargetLandmark6_GlobalLandmark2;TargetLandmark4_GasStation;(-0.983, 0.000, -0.181);(-0.989, 0.000, -0.145);2.118
4/11/2025 3:44:43 PM;22;26;TargetLandmark6_GlobalLandmark2;TargetLandmark5_Church;(-0.866, 0.000, 0.474);(-0.901, 0.000, 0.431);3.125
4/11/2025 3:44:47 PM;23;27;TargetLandmark6_GlobalLandmark2;TargetLandmark7_MusicShop;(-0.086, 0.000, -0.985);(-0.228, 0.000, -0.972);8.210
4/11/2025 3:45:05 PM;24;29;TargetLandmark7_MusicShop;TargetLandmark1_Billboard;(-0.687, 0.000, -0.726);(-0.912, 0.000, 0.404);70.475
4/11/2025 3:45:12 PM;25;30;TargetLandmark7_MusicShop;TargetLandmark2_LionStatue;(-0.720, 0.000, -0.694);(-0.795, 0.000, -0.601);6.819
4/11/2025 3:45:18 PM;26;31;TargetLandmark7_MusicShop;TargetLandmark3_GlobalLandmark1;(-0.952, 0.000, -0.294);(-0.975, 0.000, -0.212);4.875
4/11/2025 3:45:20 PM;27;32;TargetLandmark7_MusicShop;TargetLandmark4_GasStation;(-0.989, 0.000, 0.147);(-0.982, 0.000, 0.183);2.141
4/11/2025 3:45:22 PM;28;33;TargetLandmark7_MusicShop;TargetLandmark5_Church;(-0.567, 0.000, 0.816);(-0.587, 0.000, 0.808);1.238
4/11/2025 3:45:24 PM;29;34;TargetLandmark7_MusicShop;TargetLandmark6_GlobalLandmark2;(0.262, 0.000, 0.887);(0.075, 0.000, 0.996);12.119
4/11/2025 3:45:31 PM;30;36;TargetLandmark2_LionStatue;TargetLandmark1_Billboard;(0.816, 0.000, 0.575);(0.930, 0.000, 0.368);13.574
4/11/2025 3:45:34 PM;31;37;TargetLandmark2_LionStatue;TargetLandmark3_GlobalLandmark1;(-0.868, 0.000, 0.455);(-0.861, 0.000, 0.373);4.239
4/11/2025 3:45:36 PM;32;38;TargetLandmark2_LionStatue;TargetLandmark4_GasStation;(-0.198, 0.000, 0.980);(-0.479, 0.000, 0.874);17.305
4/11/2025 3:45:39 PM;33;39;TargetLandmark2_LionStatue;TargetLandmark5_Church;(0.317, 0.000, 0.947);(0.515, 0.000, 0.857);12.503
4/11/2025 3:45:41 PM;34;40;TargetLandmark2_LionStatue;TargetLandmark6_GlobalLandmark2;(0.616, 0.000, 0.776);(0.845, 0.000, 0.532);19.374
4/11/2025 3:45:44 PM;35;41;TargetLandmark2_LionStatue;TargetLandmark7_MusicShop;(0.779, 0.000, 0.624);(0.957, 0.000, 0.289);21.940
4/11/2025 3:45:52 PM;36;43;TargetLandmark3_GlobalLandmark1;TargetLandmark1_Billboard;(0.995, 0.000, -0.098);(0.947, 0.000, 0.319);24.261
4/11/2025 3:45:57 PM;37;44;TargetLandmark3_GlobalLandmark1;TargetLandmark2_LionStatue;(0.688, 0.000, -0.725);(0.761, 0.000, -0.648);6.074
4/11/2025 3:46:06 PM;38;45;TargetLandmark3_GlobalLandmark1;TargetLandmark4_GasStation;(0.441, 0.000, 0.897);(0.641, 0.000, 0.766);13.756
4/11/2025 3:46:09 PM;39;46;TargetLandmark3_GlobalLandmark1;TargetLandmark5_Church;(0.681, 0.000, 0.730);(0.825, 0.000, 0.564);12.636
4/11/2025 3:46:10 PM;40;47;TargetLandmark3_GlobalLandmark1;TargetLandmark6_GlobalLandmark2;(0.847, 0.000, 0.515);(0.922, 0.000, 0.385);8.619
4/11/2025 3:46:13 PM;41;48;TargetLandmark3_GlobalLandmark1;TargetLandmark7_MusicShop;(0.975, 0.000, 0.217);(0.988, 0.000, 0.153);3.719
